cnpj,matriz_filial,nome_fantasia,situacao,data_inicio,cnae_principal,uf,municipio_cod,cep,bairro,ddd_1,telefone_1
59.160.166/0001-18,1,,02,20250129,5912099,CE,1389,60140120,ALDEOTA,85,88717829
59.160.177/0001-06,1,,02,20250129,1622699,MG,5241,38800000,JARDIM SOL NASCENTE,37,34262407
53.359.906/0001-63,1,L.P. SOLUTION,02,20240103,8129000,BA,3661,45201347,CANSANCAO,11,47024214
59.160.197/0001-79,1,,02,20250129,4781400,PB,2175,58304122,POPULAR,83,86770191
55.371.630/0001-64,1,,08,20240603,4541206,PB,2079,58280000,GURGURI,83,91789753
54.785.741/0003-16,2,,02,20250129,5611203,RJ,6001,21061240,RAMOS,21,69644681
59.160.225/0001-58,1,D2TECH,08,20250129,8599603,SP,7107,01311914,BELA VISTA,16,82010240
59.160.237/0001-82,1,,02,20250129,7319099,SP,6951,17190134,JARDIM PRIMAVERA,14,99695488
59.160.249/0001-07,1,MARINA MOLINARI ODONTOLOGIA INTEGRADA,02,20250129,8630504,PR,7735,84130000,CENTRO,42,98048109
59.160.262/0001-66,1,,02,20250129,4321500,GO,9361,73808080,PARQUE DA COLINA I,61,99737040
59.160.271/0001-57,1,,02,20250129,4399103,MT,1080,78335000,CENTRO,66,99244229
59.160.282/0001-37,1,,08,20250129,8599699,SP,6249,18618016,JARDIM NOSSA SENHORA DAS GRACAS (RUBIAO JUNIOR),14,38138103
59.160.293/0001-17,1,,02,20250129,5620104,RS,8683,94010170,CENTRO,51,30300006
59.160.302/0001-70,1,,02,20250129,4723700,RJ,5847,27937310,RIVIERA FLUMINENSE,22,98818993
59.160.313/0001-50,1,,02,20250129,4330404,SP,7107,02952165,JARDIM PAQUETA (ZONA NORTE),11,70358741
59.160.326/0001-29,1,,02,20250129,5320202,RJ,6001,20561000,GRAJAU,21,94068353
59.160.337/0001-09,1,,02,20250129,4781400,SP,6363,14140000,FAZENDA SANTA MARIA,16,32091060
59.160.345/0001-55,1,,08,20250129,1094500,RO,0003,76820096,NOVA PORTO VELHO,69,93725591
59.160.359/0001-79,1,LRM APOIO ADMINISTRATIVO,02,20250129,8211300,BA,3807,45810000,JOSE FONTANA I - SEDE,73,32882310
59.160.369/0001-04,1,RAPSI JORDAN PSICOLOGIA E PSICOMOTRICIDADE,02,20250129,8650003,SP,7107,03276000,CHACARA BELENZINHO,11,70862112
59.160.380/0001-74,1,TIGER PROMOCAO DE VENDAS,02,20250129,7319002,SP,7107,03401001,VILA CARRAO,11,73330253
59.160.392/0001-07,1,NAPAR,02,20250129,8650003,MG,5191,37536094,CENTRO,35,88356588
59.160.401/0001-51,1,HD COR,02,20250129,6204000,SP,7107,01151000,BARRA FUNDA,41,97880145
59.160.413/0001-86,1,,02,20250129,4520005,MG,5249,36305314,PIO XII,32,98195484
59.160.427/0001-08,1,,02,20250129,9602501,SC,8055,88354695,SOUZA CRUZ,47,88077584
59.160.438/0001-80,1,,02,20250129,7319099,RS,8801,90820150,CRISTAL,51,96161761
59.160.448/0001-15,1,,02,20250129,9001902,RJ,5915,25975235,QUINTA LEBRAO,21,92027457
59.160.458/0001-50,1,JR CASTRO SERVICOS,02,20250129,8111700,CE,1389,60125001,DIONISIO TORRES,85,91858195
59.160.470/0001-65,1,,02,20250129,5320201,SP,7107,03928240,CONJUNTO HABITACIONAL TEOTONIO VILELA,11,84836064
59.160.482/0001-90,1,,02,20250129,1091102,SP,7107,04856220,JARDIM NOVO HORIZONTE,11,59218438
59.160.492/0001-25,1,,02,20250129,4743100,RS,8691,98920000,CENTRO,55,97115299
59.160.504/0001-11,1,,02,20250129,4520001,MG,4213,37420000,FIGUEIRA,35,84770915
59.160.516/0001-46,1,,08,20250129,5320202,RO,0011,76970000,VILA DO SOSSEGO,69,81132812
59.160.526/0001-81,1,,02,20250129,9700500,SC,8161,88309800,SAO VICENTE,47,92275168
59.160.538/0001-06,1,MERCADO IDEAL,02,20250129,4712100,MA,0909,65550000,ABREU,98,70034005
59.160.550/0001-10,1,,02,20250129,8599605,AC,0145,69940000,JARDIM PRIMA VERA,68,99237447
59.160.559/0001-21,1,,02,20250129,4930202,PR,7691,87035602,LOTEAMENTO SUMARÉ,44,98469609
58.506.937/0001-13,1,WK ESTETICA AUTOMOTIVA E CONVENIENCIA,08,20241218,4520005,MT,8985,78551366,JARDIM SAFIRA,66,96918107
59.160.576/0001-69,1,,02,20250129,4543900,SP,7089,14600000,LAPA,16,92000326
59.160.585/0001-50,1,,08,20250129,4781400,MG,4867,37580000,SAO RAFAEL,35,99005688
59.160.594/0001-40,1,,02,20250129,8211300,BA,3515,44082070,LAGOA SALGADA,75,30214040
59.160.603/0001-01,1,,08,20250129,4781400,SP,6469,12517405,PARQUE RESIDENCIAL BEIRA RIO I,12,98191637
59.160.615/0001-28,1,,02,20250129,9700500,SC,8395,88535000,SAO CRISTOVAO,49,88467275
59.160.627/0001-52,1,,02,20250129,5611201,SP,6477,07242100,VILA PARAISO,11,83706291
59.160.638/0001-32,1,,02,20250129,4781400,RO,0017,76920000,NOVA OURO PRETO,69,93078105
59.160.645/0001-34,1,,02,20250129,9602501,BA,1112,47861582,JARDIM DAS OLIVEIRAS,77,99371737
59.160.658/0001-03,1,,02,20250129,4399103,MG,4939,38607330,VISTA ALEGRE,38,99750845
66.528.134/0002-79,2,,02,20250129,4679601,SP,6477,07210250,JARDIM ARAPONGAS,11,24888477
59.160.679/0001-29,1,,02,20250129,8230001,DF,9701,71070060,GUARA II,61,83020348
59.160.690/0001-99,1,,02,20250129,6204000,SP,7107,01310914,BELA VISTA,41,97880145
59.160.701/0001-30,1,,02,20240719,6911701,RJ,5819,28016315,VILA DA RAINHA,22,98693099
58.137.691/0001-50,1,,02,20241118,6462000,SP,7107,03804060,PARQUE BOTURUSSU,11,29431562
59.160.723/0001-09,1,FPM CALDAS,02,20250129,4672900,SP,7107,02461010,SANTA TERESINHA,11,55555555
59.160.733/0001-36,1,,02,20250129,4530704,PR,9983,83825310,VENEZA,41,88455978
59.160.743/0001-71,1,,08,20250129,4751201,SP,7131,14150000,JD. SANTA LUZIA,16,91044678
59.160.756/0001-40,1,,08,20250129,4721103,MG,4865,39404084,ALTO FLORESTA,38,99561038
59.160.767/0001-20,1,,02,20250129,5320201,AM,0255,69039010,NOVO ISRAEL,92,86062834
59.160.777/0001-66,1,,02,20250129,4930202,PR,5451,83564057,BUTIEIRINHO,41,95268793
45.290.649/0001-22,1,,02,20220215,5819100,PE,2357,54515080,COHAB,81,98984597
59.160.795/0001-48,1,,02,20250129,4399103,SP,6511,13340823,RESIDENCIAL LONDON PARK,11,45294026
59.160.808/0001-89,1,,02,20250129,4785799,SC,8061,88348273,TABULEIRO,47,99887649
59.160.817/0001-70,1,,02,20250129,1031700,MG,2671,35338000,AREA RURAL,33,99548383
59.160.829/0001-02,1,,02,20250129,4930201,ES,5665,29770000,ANTUR ARTUR,27,96601270
59.160.841/0001-09,1,,02,20250129,4743100,RO,0005,76900190,URUPA,69,93790101
59.160.852/0001-99,1,,02,20250129,4924800,BA,3665,45470000,CENTRO,75,88997078
59.160.865/0001-68,1,TABACARIA 2 IRMAOS,02,20250129,5611205,PR,7535,81935309,SÍTIO CERCADO,41,35653326
59.160.877/0001-92,1,,02,20250129,9602501,SP,6779,15407440,CONJUNTO HABITACIONAL ANTONIO JOSE TRINDADE,17,97410087
59.160.889/0001-17,1,,08,20250129,8219999,PR,7427,86700255,CENTRO,43,96450944
59.160.898/0001-08,1,,08,20250129,8219999,RJ,5865,24240185,SANTA ROSA,21,99520826
59.160.908/0001-05,1,,02,20250129,8599699,SC,8057,89500049,CENTRO,49,98282324
59.160.920/0001-10,1,,02,20250129,7420001,SP,7107,04280000,VILA NAIR,11,94810200
35.169.825/0002-08,2,,02,20250129,1066000,PB,1987,58884000,ZONA RURAL,83,99520523
59.160.943/0001-24,1,,02,20250129,4755503,SP,6343,14795000,CENTRO,17,81857557
59.160.955/0001-59,1,,08,20250129,8219999,MG,4921,35409233,ALTO DO BELEZA (CACHOEIRA DO CAMPO),31,97952445
59.160.966/0001-39,1,,02,20250129,8650003,GO,9373,74080250,SET SUL,62,99999999
59.160.975/0001-20,1,,02,20250129,7319002,PR,7535,81230030,CIDADE INDUSTRIAL,41,96735511
59.160.988/0001-07,1,,02,20250129,8599604,BA,3529,45540000,NASSER BORGES,73,81228649
59.161.001/0001-60,1,SCP CDG,02,20241128,4222701,PR,7535,80030030,CENTRO CIVICO,41,33390718
59.161.011/0001-04,1,,08,20250129,4399103,ES,5705,29070255,MARIA ORTIZ,27,98540832
59.161.021/0001-31,1,,02,20250129,3314799,SC,8127,89275150,BANANAL DO SUL,47,88670962
59.161.031/0001-77,1,BELENS COMUNICACAO,02,20250129,7319002,BA,3685,42700170,RECREIO IPITANGA,71,99779691
59.161.044/0001-46,1,LAVANDERIA OLIVEIRA,02,20250129,9601701,BA,3499,45590000,CENTRO,73,81600428
59.161.053/0001-37,1,,08,20250129,7319002,PR,7765,85174317,VILA CALDAS,42,99017608
59.161.065/0001-61,1,,02,20250129,9001902,SP,7107,03283000,VILA EMA,11,00000000
59.161.078/0001-30,1,,08,20250129,8219999,SC,8233,88133040,PASSA VINTE,47,99019107
59.161.090/0001-45,1,,02,20250129,5612100,SP,7107,08215550,ITAQUERA,11,58775079
59.161.101/0001-97,1,,02,20250129,8219999,SP,7071,11025031,EMBARE,13,91765916
59.161.112/0001-77,1,,02,20250129,4789003,MG,4123,31995150,ACAIACA,31,91382156
59.161.123/0001-57,1,,02,20250129,8211300,SP,7075,09725240,CENTRO,11,85837799
59.161.134/0001-37,1,,08,20250129,5320201,SP,7107,08412180,JARDIM SAO PAULO(ZONA LESTE),11,98826993
54.957.439/0001-36,1,,08,20240430,5320202,BA,3849,40070390,BARRIS,71,84502054
59.161.154/0001-08,1,CADU CAVALHEIRO ARQUITETURA,02,20250129,7111100,SC,8045,88164230,BEIRA RIO,48,92051568
59.161.164/0001-43,1,,02,20250129,4755503,ES,5677,29830000,CENTRO,27,98904015
59.161.175/0001-23,1,,02,20250129,8599699,MT,9047,78217155,VILA NOVA,65,99910950
59.161.186/0001-03,1,,08,20250129,9602501,SP,7107,01489900,JARDIM PAULISTANO,11,93923464
59.161.198/0001-38,1,RESIDENCIAL JAILINI,02,20250110,8112500,SC,8335,88730000,CENTRO,48,36571155
59.161.210/0001-04,1,2H MEDICAL,02,20250129,8610102,GO,9361,73801290,CENTRO,61,99895996
12.935.977/0002-60,2,,02,20250129,5211799,MG,0722,32920000,RETIRO DO MOINHO,28,99721163
59.161.229/0001-50,1,,08,20250129,4789007,RS,8717,93900000,VISTA ALEGRE,51,91916215
59.161.241/0001-65,1,,02,20250129,5620104,SP,7145,18054050,JARDIM TROPICAL,15,32027576
59.161.252/0001-45,1,,02,20250129,9521500,PR,7535,82100520,PILARZINHO,42,91235165
59.161.262/0001-80,1,,08,20250129,5320201,CE,1389,60542160,BONSUCESSO,85,98414531
59.161.276/0001-02,1,,02,20250129,8630502,BA,3885,44330000,CENTRO,75,30222138
59.161.287/0001-84,1,,02,20250129,8230001,GO,9221,75144680,JARDIM DAS OLIVEIRAS,62,81356981
59.161.297/0001-10,1,,08,20250129,4930201,SP,6545,06852650,PARQUE PARAISO,11,76614067
59.161.308/0001-61,1,,02,20250129,7319002,SP,7145,18052447,JARDIM NOVO MUNDO,15,32330002
59.161.320/0001-76,1,AJ PROMOCAO DE VENDAS,02,20250129,7319002,SC,8025,89245000,ITINGA,47,99813942
59.161.330/0001-01,1,,08,20250129,8599604,CE,1373,61655530,ARATURI (JUREMA),85,91829877
59.161.340/0001-47,1,CLINICALUMIERE,02,20250129,8630503,DF,9701,71950550,AREAL (AGUAS CLARAS),61,99893727
55.025.957/0001-84,1,,02,20240507,4781400,SP,6969,14093000,JARDIM INTERLAGOS,16,97437058
59.161.363/0001-51,1,,02,20250129,4520006,PR,7607,84500230,CANISIANAS,42,98253476
59.161.374/0001-31,1,,02,20250129,5612100,PB,1981,58410308,CATOLE,83,87155781
59.161.384/0001-77,1,,02,20250129,8599603,PE,2491,53290385,JARDIM BRASIL,81,91503121
59.161.394/0001-02,1,,02,20250129,9609208,SP,6249,18608334,VILA CASA BRANCA,14,96691307
59.161.403/0001-65,1,,02,20250129,7319002,SP,7107,03944030,JARDIM TIETE,11,52963846
59.161.415/0001-90,1,TGM INVESTIMENT,02,20250129,7020400,CE,1247,61769180,AMADOR,85,32575638
59.161.427/0001-14,1,,02,20250129,1412602,SP,7095,13727196,VILA VERDE,19,93426128
59.161.438/0001-02,1,,02,20250129,4781400,MG,4123,30285156,VERA CRUZ,31,71920438
59.161.446/0001-40,1,,02,20250129,4330404,PE,2457,54330763,CAJUEIRO SECO,81,97206945
59.161.457/0001-20,1,,02,20250129,9602501,GO,9227,74968172,JARDIM IPIRANGA - CONTINUACAO,62,98749921
59.161.469/0001-55,1,ALBUQUERQUE CONSULTORIA,08,20250129,7020400,PA,0427,66050000,UMARIZAL,91,99999999
59.161.482/0001-04,1,,02,20250129,8599699,RS,8937,95660000,SANDER,51,96909076
59.161.494/0001-39,1,,08,20250129,9609208,SP,7107,08470760,CIDADE TIRADENTES,11,35588878
59.161.506/0001-25,1,,02,20250129,4399103,RJ,5833,25065188,VILA SAO LUIS,21,80565475
59.161.516/0001-60,1,,02,20250129,8650006,SP,7107,04303060,SAO JUDAS,11,72095820
59.161.527/0001-40,1,,02,20250129,4399103,SP,2995,18220000,TATETU,15,91944215
59.161.534/0001-42,1,,08,20250129,5320202,SC,8105,88049305,TAPERA DA BASE,48,96253114
59.161.542/0001-99,1,LA FAVORITA,02,20250129,5611203,MA,0945,65530000,CENTRO,98,96080793
54.632.936/0001-64,1,CENTRO MEDICO CARNEIRO DE MENDONCA,02,20240408,8630502,DF,9701,72215032,CEILANDIA SUL (CEILANDIA),61,20173181
59.161.564/0001-59,1,,02,20250129,4617600,MS,9051,79034142,PARQUE DOS NOVOS ESTADOS,67,92052000
59.161.575/0001-39,1,,02,20250129,8650003,SP,7071,11040111,EMBARE,13,91612932
59.161.584/0001-20,1,KETLIN FITNESS ACADEMIA,02,20250129,9313100,RS,8425,98925000,CENTRO,55,97069997
59.161.594/0001-65,1,,02,20250129,4789099,BA,3413,42800037,CENTRO,71,86517087
59.161.608/0001-40,1,,08,20250129,8219999,SP,6979,13503120,JARDIM MIRASSOL,19,35349404
59.161.619/0001-20,1,,02,20250129,8219999,SP,6789,06270280,VILA MENCK,11,36010605
59.161.630/0001-90,1,,02,20250129,9602502,PR,7513,83411380,SAO DIMAS,41,32550241
59.161.642/0001-15,1,M ELIAS CONSULTING,02,20250129,8211300,RJ,5883,27521420,BOA VISTA II,24,92550606
59.161.655/0001-94,1,,02,20250129,6190699,CE,1589,62595000,RANCHO DO PEIXE,88,96388494
59.161.665/0001-20,1,,02,20250129,5320201,PA,0427,66070000,CANUDOS,0,0
22.862.664/0003-64,2,CIDADE LAPA - AGUA BRANCA,02,20250121,4110700,SP,7107,05038190,LAPA DE BAIXO,11,31171392
59.161.684/0001-56,1,,02,20250129,2539001,RS,9821,95890000,CANABARRO,51,97298665
59.161.696/0001-80,1,,02,20250129,4712100,MG,5365,33980000,ENGENHO,31,96954052
59.161.707/0001-22,1,CANAA AUTO PECAS E ELETRICA,02,20250129,4520001,PA,0567,68550253,ALTO PARANA,94,92896072
59.161.720/0001-81,1,HAKUNA BATATA,08,20250129,5611203,MG,4123,30535460,CORACAO EUCARISTICO,31,72314083
59.161.733/0001-50,1,,02,20250129,5620101,SP,7107,03937090,JARDIM IMPERADOR (ZONA LESTE),11,40031568
59.161.741/0001-05,1,,02,20250129,7319002,SP,7107,04016003,VILA MARIANA,11,54806999
59.161.754/0001-76,1,,02,20250129,9700500,RJ,6001,20921270,SAO CRISTOVAO,21,99043633
59.161.765/0001-56,1,SER FELIZ E UMA ARTE,08,20250129,8650003,MG,5343,35700389,JARDIM ARIZONA,31,95666303
59.161.775/0001-91,1,CREDIFLEX,03,20250129,6619302,MA,0921,65075441,RENASCENÇA,55,85234923
59.161.785/0001-27,1,,08,20250129,5612100,RN,1759,59621140,BARROCAS,84,96894122
51.953.079/0001-06,1,,02,20230825,7319002,GO,9511,76190000,JARDIM DAS OLIVEIRAS,64,99337353
59.161.807/0001-59,1,,08,20250129,4763602,SP,6477,07081240,JARDIM ROSA DE FRANCA,11,94541561
59.161.818/0001-39,1,AGROVIDA,02,20250129,0121101,MA,0923,65470000,ALTO DA VITORIA,99,81103956
59.161.829/0001-19,1,,08,20250129,7319002,TO,9461,77650000,CENTRO,63,84483369
59.161.840/0001-89,1,DAVI GAS,02,20250129,4784900,RS,7333,95535000,BELA VISTA,51,99051072
53.536.968/0001-01,1,GENX CIENTIFICA BIOMOL,02,20240117,7210000,SP,6213,06472001,DEZOITO DO FORTE EMPRESARIAL/ALPHAVILLE.,11,12637018
59.161.861/0001-02,1,,02,20250129,4930201,SC,8161,88309000,SAO VICENTE,47,99109883
59.161.873/0001-29,1,,08,20250129,5320201,SP,6511,13346330,JARDIM ALICE,19,92440681
59.161.886/0001-06,1,,02,20250129,8650099,SP,6291,13092496,JARDIM ITAMARATI,19,33818681
44.520.453/0001-14,1,,02,20211208,9602501,SP,7107,02281010,VILA NOVA GALVAO,47,99394476
59.161.906/0001-30,1,,02,20250129,2599302,PR,7777,84020030,NEVES,42,00000000
59.161.917/0001-10,1,MINASVOL BETIM DIESEL,08,20250129,4530703,MG,4133,32670432,BETIM INDUSTRIAL,31,84919721
59.161.929/0001-45,1,ESCOLA DA MONICA,02,20250129,8512100,PA,0411,68371330,SUDAM I,93,91661725
59.161.940/0001-05,1,,08,20250129,4520005,CE,1569,62320033,CENTRO,88,94180314
59.161.951/0001-95,1,,08,20250129,5320201,SP,6789,06112150,JARDIM DAS FLORES,11,91028683
59.161.961/0001-20,1,,02,20250129,9602501,SP,6723,11730000,CENTRO,13,96996500
59.161.972/0001-00,1,,02,20250129,8650003,MG,4865,39401858,JARDIM SAO LUIZ,38,98547979
59.161.983/0001-90,1,,08,20250129,4399103,BA,3993,45985586,RESIDENCIAL DOS PIONEIROS,73,99084015
59.161.996/0001-60,1,RIVA'S SALGADOS,02,20250129,4729699,SP,6131,13470220,MORADA DO SOL,19,91380456
59.162.005/0001-63,1,,02,20250129,4923002,SP,7099,12216410,VILA SAO PEDRO,12,88301749
59.162.017/0001-98,1,,08,20250129,7319002,SC,8163,88220000,SERTAO TROMBUDO,47,99983506
59.162.029/0001-12,1,,02,20250129,5611203,MS,9043,79290000,VILA MACHADO,67,92893734
59.162.041/0001-27,1,,08,20250129,2599301,MG,4349,35860000,BARRO VERMELHO,31,98494032
52.977.273/0001-94,1,,08,20231123,5612100,SP,6141,16902133,JARDIM SANTA CECILIA,18,91355778
59.162.062/0001-42,1,,02,20250129,5620104,RN,1779,59158244,PARQUE DAS NACOES,84,92244664
59.162.075/0001-11,1,TRIBO DA SEGURANCA,02,20250129,8599604,SP,7201,17601030,CENTRO,14,96620497
59.162.086/0001-00,1,,02,20250129,5620104,DF,9701,72240100,CEILANDIA NORTE (CEILANDIA),61,96059374
59.162.097/0001-81,1,ORGS COMUNICACAO E ENTRETENIMENTO,02,20250129,7311400,PE,2531,50830540,AFOGADOS,81,30315701
59.162.108/0001-23,1,,02,20250129,4399103,MT,9185,78305197,JARDIM ESMERALDA,65,96421587
59.162.119/0001-03,1,,02,20250129,4930202,RS,8507,97545380,NOVO LAR,55,99191950
59.162.132/0001-62,1,,02,20250129,4753900,SP,7107,04728150,JARDIM CARAVELAS,11,33333333
59.162.143/0001-42,1,,02,20250129,8219999,MG,4371,32315090,ELDORADO,31,94772857
59.162.154/0001-22,1,,08,20250129,4723700,BA,3969,45460000,CARLOS ASSIS,73,81360256
59.162.166/0001-57,1,MERCADO E ACOUGUE BAHIA,02,20250129,4711302,PA,0505,68270000,SAO LAZARO,93,91174338
59.162.178/0001-81,1,,02,20250129,4742300,PA,0571,68555101,CENTRO,94,99268342
59.162.187/0001-72,1,,02,20250129,8512100,MG,4123,31080160,SANTA INES,31,89432012
59.162.196/0001-63,1,L&D PRINT,02,20250129,4751201,PR,7513,83408000,MARACANA,41,36199787
59.162.208/0001-50,1,,02,20250129,4619200,MG,4733,36010390,GRANBERY,32,91787870
59.162.220/0001-64,1,,08,20250129,2391503,ES,5609,29450000,CENTRO,28,35571302
59.162.231/0001-44,1,,02,20250129,5320201,SE,3105,49090259,JARDIM CENTENARIO,79,88855753
59.162.241/0001-80,1,,02,20250129,4930202,PR,7667,86088050,CONJUNTO SEMIRAMIS BARROS BRAGA,18,97322270
59.162.252/0001-60,1,,02,20250129,1091102,PR,7535,80215242,PRADO VELHO,41,96088563
59.162.264/0001-94,1,,08,20250129,5611201,RO,0003,76813310,SAO FRANCISCO,69,92913578
59.162.275/0001-74,1,,02,20250129,8219999,RS,8771,93320030,CENTRO,51,30143000
57.241.288/0001-03,1,,02,20240911,8219999,RS,8831,97590000,MONTE,55,99137335
59.162.296/0001-90,1,,02,20250129,8592903,SP,6293,13233071,CHACARAS NOVO HAMBURGO,11,99939286
59.162.308/0001-86,1,,02,20250129,4399103,RJ,2919,28495000,LOTEAMENTO CAETANO,22,88744842
59.162.319/0001-66,1,,02,20250129,9602501,SP,7149,13178362,PARQUE RESIDENCIAL SALERNO (NOVA VENEZA),19,98520585
59.162.330/0001-26,1,,02,20250129,4321500,MG,5387,37189154,ANTONIO DE BRITO MENDONCA,35,97202715
59.162.341/0001-06,1,BRASPLAN INCORPORACOES,02,20250129,4120400,PB,1981,58432702,MALVINAS,83,88459737
59.162.350/0001-05,1,,02,20250129,7721700,SC,8041,88390000,SAO CRISTOVAO,47,96018376
59.162.361/0001-87,1,,02,20250129,5611203,SP,7107,04829000,JARDIM BELA VISTA (ZONA SUL),11,56614147
59.162.371/0001-12,1,,02,20250129,7319002,PE,2381,55022184,RENDEIRAS,81,85177168
59.162.382/0001-00,1,RPN DISTRIBUICAO,02,20250129,4619200,SP,7107,02115000,VILA MARIA BAIXA,11,33138096
59.162.391/0001-93,1,CNT CONSTRUTORA,02,20250129,4110700,MG,4445,35500021,CENTRO,31,98951401
59.162.402/0001-35,1,,02,20250129,4930202,PB,0442,58399000,CENTRO,83,94077752
59.162.413/0001-15,1,,02,20250129,9602501,AM,0255,69090359,CIDADE NOVA,92,98467350
59.162.424/0001-03,1,,02,20250129,4781400,PI,2281,64615000,CENTRO,89,88184103
59.162.434/0001-30,1,,08,20250129,3212400,RJ,6001,22785085,VARGEM GRANDE,21,84260437
59.162.445/0001-10,1,,02,20250129,8230001,SP,7079,13574640,JARDIM GIBERTONI,16,91331891
59.162.457/0001-45,1,,02,20250129,8219999,CE,1389,60841605,MESSEJANA,85,98948211
59.162.468/0001-25,1,,02,20250129,4729699,MG,4733,36047270,PARQUE GUARANI,32,91174130
59.162.480/0001-30,1,,02,20250129,9602501,RJ,5843,28300000,CEHAB,22,97010734
55.216.091/0001-99,1,,08,20240521,4789004,RJ,6001,21231160,IRAJA,21,21354252
59.162.502/0001-61,1,,02,20250129,7319002,SP,6345,13837118,JARDIM SAO PAULO,19,71372723
59.162.513/0001-41,1,,02,20250129,1412601,CE,9857,62265000,CENTRO,22,81427005
59.162.522/0001-32,1,,02,20250129,8599699,SP,6291,13085260,JARDIM DO SOL,19,32874955
59.162.532/0001-78,1,AGENCIA DOMO,02,20250129,5912099,RS,8653,95880000,BOA UNIAO,51,80123805
59.162.543/0001-58,1,,02,20250129,4781400,RJ,5819,28070525,PARQUE GUARUS,21,80268355
59.162.556/0001-27,1,,02,20250129,9700500,SC,8111,88190000,FAZENDA ARMACAO,48,91299661
59.162.567/0001-07,1,,02,20250129,4723700,AL,2801,57910000,CENTRO,82,88602095
59.162.576/0001-06,1,,08,20250129,9602502,GO,9571,75904690,SANTO AGOSTINHO,94,92989788
57.070.280/0001-21,1,DOLCE BISCOTTO,02,20240829,1092900,PR,7503,85560000,NOSSA SENHORA APARECIDA,46,99737427
59.162.597/0001-13,1,,02,20250129,9609299,BA,3463,44320000,CENTRO,75,91353418
59.162.608/0001-65,1,,08,20250129,4399103,MG,5095,34300000,VILA DUARTE,31,94574733
59.162.619/0001-45,1,,08,20250129,8599604,PR,7535,81870012,PINHEIRINHO,41,99953703
59.162.630/0001-05,1,,02,20250129,9602502,MS,9051,79002072,CENTRO,13,82151701
59.162.641/0001-95,1,WAGNA PASSOS DE SANTANA LTDA,02,20250129,7020400,BA,3457,48450000,CENTRO,75,99232121
59.162.652/0001-75,1,,02,20250129,8630503,BA,3773,46190000,CENTRO,71,92879437
59.162.662/0001-00,1,,08,20250129,4930201,SP,7151,08670120,JARDIM MONTE CRISTO,11,76927070
59.162.674/0001-35,1,,02,20250129,4724500,PB,2117,58701090,SANTO ANTONIO,83,99061682
59.162.686/0001-60,1,RWR SOLUTIONS,02,20250129,8211300,SP,7099,12245230,VILA BETANIA,12,97371668
59.162.697/0001-40,1,,02,20250129,5612100,ES,5699,29165460,PARQUE RESIDENCIAL LARANJEIRAS,27,92775372
59.162.709/0001-36,1,,02,20250129,4520001,SC,8245,88385000,SANTA LIDIA,42,99155366
59.162.721/0001-40,1,EBS CONSTRUCOES,02,20250129,4120400,DF,9701,73365588,VILA DIMAS (PLANALTINA),61,94177986
45.136.741/0001-32,1,,08,20220203,4520005,SC,8319,89240000,CENTRO,99,84803930
59.162.741/0001-11,1,NORTH CHOPP,02,20250129,5611201,CE,1389,60355633,PRESIDENTE KENNEDY,85,98200271
59.162.753/0001-46,1,,02,20250129,7490104,RJ,6001,21330110,VILA VALQUEIRE,24,22220044
59.162.764/0001-26,1,,02,20250129,0161003,RJ,2911,26373220,SANTO EXPEDITO,21,88063077
59.162.774/0001-61,1,,08,20250129,5320202,PI,1219,64055420,PICARREIRA,86,94647751
59.162.786/0001-96,1,,02,20250129,8211300,SP,7107,03733000,VILA PIERINA,11,95409974
59.162.797/0001-76,1,SALES E LOPES SERVICOS MEDICOS,08,20250129,8610102,TO,9241,77817190,JARDIM ESPLANADA,63,99376246
59.162.808/0001-18,1,MF SERVICOS PSICOLOGICOS,02,20250129,8650003,RJ,6001,22260090,BOTAFOGO,41,97880145
59.162.817/0001-09,1,,02,20250129,9602501,MG,4657,37973000,ITAMOGI,35,84767329
59.162.829/0001-33,1,,02,20250129,9491000,MG,4051,37841570,JARDIM DA SOVIS,35,84469228
59.162.840/0001-01,1,LUMINA PSI,02,20250129,8650003,MS,9051,79002260,CENTRO,67,96011704
59.162.851/0001-83,1,,02,20250129,4722902,CE,1389,60743690,PASSARE,85,86551732
59.162.862/0001-63,1,,02,20250129,5611201,PE,2491,53270040,AGUAZINHA,81,85988174
59.162.873/0001-43,1,,02,20250129,8230001,PR,7535,80320230,VILA IZABEL,41,88591236
59.162.885/0001-78,1,,08,20250129,7319002,SP,6761,15440000,CENTRO,17,91436530
59.162.897/0001-00,1,VCAR VEICULOS,08,20250129,4511102,PA,0483,68503360,BELO HORIZONTE,94,91996436
59.162.906/0001-55,1,W.G ACESSORIOS,02,20250129,4752100,CE,1319,61700000,PORTO DAS DUNAS,85,49844136
59.162.918/0001-80,1,,08,20250129,4930202,GO,9561,73906105,GUARANI,62,98405242
59.162.927/0001-70,1,,02,20250129,8599604,GO,9605,75890000,POPULAR,64,99669512
59.162.939/0001-03,1,NAIPE CONTABILIDADE,02,20250129,6920601,CE,1319,61700000,PORTO DAS DUNAS,85,99456521
59.162.949/0001-30,1,MECJO SERVICOS E CONSULTORIA,02,20250129,7119799,SC,8047,89035340,VILA NOVA,47,91810058
59.162.960/0001-09,1,TOP PECAS E SERVICOS,02,20250129,4530703,RN,1761,59139410,LAGOA AZUL,84,99005230
