cnpj,matriz_filial,nome_fantasia,situacao,data_inicio,cnae_principal,uf,municipio_cod
66.631.057/0001-05,1,FB SAUDE MENTAL,02,20260429,8650003,SP,6219
66.631.067/0001-32,1,,02,20260506,4929902,AL,2859
66.631.076/0001-23,1,,02,20260506,4399103,RJ,6001
63.826.947/0001-76,1,,02,20251126,4781400,PR,7571
66.631.098/0001-93,1,DONA VANILA,02,20260504,4772500,PR,7885
66.631.109/0001-35,1,EMPRESA MEDICA BK,02,20260506,8630599,SP,7107
66.631.120/0001-03,1,,02,20260506,8599699,PE,2381
66.631.131/0001-85,1,DISTRIBUIDORA BAHIA,02,20260505,4729699,PA,0581
66.631.142/0001-65,1,,02,20260506,5212500,SP,6477
66.631.154/0001-90,1,,02,20260506,4781400,RJ,6001
66.631.164/0001-25,1,,02,20260506,9511800,SP,7071
66.631.175/0001-05,1,,02,20260506,4399103,SP,6579
66.631.188/0001-84,1,,02,20260506,7420004,MG,4371
66.631.199/0001-64,1,,02,20260506,4399103,MG,2903
62.126.734/0001-79,1,BASIL SEGURANCA ARMADA,02,20250807,8011101,MA,0727
66.631.220/0001-21,1,,02,20260506,8299799,PR,7535
64.548.487/0001-24,1,,08,20260117,4754703,SP,7107
66.631.240/0001-00,1,,02,20260506,7319002,GO,9373
66.631.253/0001-71,1,,02,20260506,9602501,SP,6953
66.631.262/0001-62,1,,02,20260506,4321500,SP,7107
66.631.273/0001-42,1,GPC TECNOLOGIA,02,20260506,6204000,SP,7107
66.631.285/0001-77,1,,02,20260506,4789004,SP,6179
66.631.294/0001-68,1,,02,20260506,0161003,BA,3515
66.631.305/0001-00,1,BIOSENSE,02,20260506,4729699,PR,7935
66.631.315/0001-45,1,,02,20260506,5320202,SP,7107
66.631.325/0001-80,1,,02,20260506,5819100,DF,9701
66.631.337/0001-05,1,,02,20260506,9001902,SC,8105
66.631.348/0001-95,1,,02,20260506,4789004,RJ,5837
66.631.358/0001-20,1,,02,20260506,4751201,PR,7563
66.631.370/0001-35,1,,02,20260505,1412601,RJ,6001
66.631.381/0001-15,1,,02,20260506,8599604,SP,7183
66.631.392/0001-03,1,,02,20260506,4744099,SP,6927
66.631.403/0001-47,1,,02,20260506,4723700,PR,7427
66.631.413/0001-82,1,,02,20260506,4399103,SP,6425
66.631.424/0001-62,1,,02,20260506,7319002,SP,7145
66.631.436/0001-97,1,,02,20260506,1096100,SP,6475
66.631.446/0001-22,1,,02,20260422,6911701,PE,2309
66.631.456/0001-68,1,,02,20260506,4930202,PB,2095
66.631.467/0001-48,1,,02,20260506,2539001,AM,0255
66.631.476/0001-39,1,,02,20260506,7319002,SP,7107
63.901.032/0001-88,1,,02,20251202,4772500,BA,3621
66.631.497/0001-54,1,,02,20260506,8219999,PA,0561
66.631.507/0001-51,1,VOZES QUE PROTEGEM,02,20260316,9430800,RS,8785
66.631.519/0001-86,1,,02,20260506,9602501,SP,6309
66.631.529/0001-11,1,,02,20260506,4772500,SP,6215
66.631.539/0001-57,1,,02,20260506,7319002,SP,6285
66.631.550/0001-17,1,,02,20260506,4789004,PR,7535
66.631.561/0001-05,1,,02,20260505,4751201,SP,7107
66.631.571/0001-32,1,,02,20260506,4783101,RJ,6001
66.631.583/0001-67,1,SUINOCULTURA MONTE ALEGRE,02,20260505,0154700,RN,1755
66.631.593/0001-00,1,ARGANORTE,02,20260506,4744005,GO,9373
66.631.603/0001-08,1,,02,20260504,6911701,PB,2179
66.631.614/0001-80,1,,02,20260506,8219999,SP,7107
66.631.624/0001-15,1,,02,20260506,5320201,RJ,5869
66.631.634/0001-50,1,,02,20260506,8599604,SP,6967
66.631.644/0001-96,1,,02,20260506,7739003,RS,8771
66.631.653/0001-87,1,,02,20260506,4789008,MT,8983
66.631.663/0001-12,1,ALBUQUERQUE IMOVEIS,02,20260506,7319002,AL,2785
66.631.674/0001-00,1,,02,20260506,8219999,RS,8963
66.631.685/0001-82,1,,02,20260506,9001902,RR,0301
66.631.695/0001-18,1,,02,20260506,4399103,SE,3105
66.631.705/0001-15,1,,02,20260504,6462000,SC,8105
66.631.716/0001-03,1,,02,20260506,8712300,SP,7107
66.631.726/0001-30,1,,02,20260506,8599604,MG,4179
66.631.737/0001-10,1,,02,20260506,4923002,SP,7071
66.631.747/0001-56,1,,02,20260506,8230001,BA,3313
66.631.758/0001-36,1,,02,20260504,4744005,BA,3849
66.631.769/0001-16,1,,02,20260506,8230001,RS,8801
66.631.779/0001-51,1,,02,20260506,8130300,AM,0255
66.631.790/0001-11,1,,02,20260506,4923002,PR,7677
66.631.801/0001-63,1,,02,20260506,4930202,SP,6477
66.631.812/0001-43,1,,02,20260506,4781400,DF,9701
66.631.823/0001-23,1,,02,20260506,4543900,SP,7107
66.631.832/0001-14,1,,02,20260506,4930204,RJ,5901
66.631.843/0001-02,1,,02,20260506,5620104,MG,5091
66.631.852/0001-95,1,,02,20260506,5912099,SP,7107
66.631.863/0001-75,1,,02,20260506,5320202,PE,2491
66.631.874/0001-55,1,,02,20260506,2542000,SC,8367
66.631.882/0001-00,1,,02,20260506,6204000,SP,7107
66.631.892/0001-37,1,,02,20260506,4322302,MG,5373
66.631.902/0001-34,1,,02,20260504,7490104,AM,0255
66.631.913/0001-14,1,,02,20260430,4110700,SP,6477
66.631.922/0001-05,1,,02,20260506,2539001,SP,7099
66.631.932/0001-40,1,,02,20260506,4923002,SP,7057
66.631.943/0001-20,1,,02,20260506,1412601,SP,7107
66.631.954/0001-00,1,AGROFORT RACOES,02,20260506,4930202,MA,0715
66.631.965/0001-90,1,,02,20260506,9602502,SP,7107
66.631.975/0001-26,1,,02,20260506,9700500,SP,7097
66.631.986/0001-06,1,,02,20260506,4321500,RJ,5847
66.631.997/0001-96,1,,08,20260506,5320201,RJ,5869
66.632.009/0001-23,1,,02,20260506,2539001,MG,5373
66.632.018/0001-14,1,,02,20260506,4930201,SP,6271
66.632.030/0001-29,1,,02,20260506,7319002,AM,0255
66.632.039/0001-30,1,ANN GROUP BRASIL,02,20260506,4781400,MA,0907
66.632.049/0001-75,1,,02,20260506,4399103,ES,5697
66.632.060/0001-35,1,,02,20260506,8219999,RJ,5851
66.632.071/0001-15,1,,02,20260506,7319002,RJ,6001
66.632.081/0001-50,1,,02,20260506,2599301,SP,7209
66.632.093/0001-85,1,,02,20260506,4755503,SP,6251
66.632.103/0001-82,1,,02,20260505,4781400,SP,6213
66.632.113/0001-18,1,,02,20260506,8219999,PR,7691
66.632.124/0001-06,1,,02,20260506,8219999,SP,6715
66.632.135/0001-88,1,,02,20260506,1091102,SP,7145
66.632.146/0001-68,1,,02,20260506,3321000,MA,0889
66.632.156/0001-01,1,,02,20260506,2599301,CE,1389
66.632.168/0001-28,1,,02,20260506,5320201,PR,7535
03.007.331/0270-07,2,,02,20260505,4930202,ES,5625
66.632.188/0001-07,1,,02,20260505,8650003,SP,7145
65.809.102/0001-06,1,MEGGA SABOR,02,20260316,5611203,SP,7057
66.632.204/0001-53,1,,02,20260506,4930202,PR,7535
66.632.214/0001-99,1,KLDEVWORKS,02,20260506,6204000,SP,7107
66.632.224/0001-24,1,,02,20260506,5320201,MG,5403
66.632.235/0001-04,1,,02,20260506,4781400,RJ,5867
66.632.246/0001-94,1,,02,20260506,9602501,ES,5705
66.632.256/0001-20,1,,02,20260506,8599604,MG,4553
66.632.268/0001-54,1,,02,20260506,4772500,AM,0255
66.632.278/0001-90,1,,02,20260506,1412602,SC,8089
66.632.289/0001-70,1,,02,20260506,4712100,BA,3411
66.632.300/0001-00,1,,02,20260504,4754703,SP,7107
66.632.311/0001-81,1,,02,20260506,5612100,MG,4371
66.632.321/0001-17,1,EXCLUSIVE CENTRO DE LUTAS,02,20260505,8591100,ES,5699
66.632.333/0001-41,1,,02,20260506,9602501,MT,9035
66.632.344/0001-21,1,C.S MOTORS,02,20260429,4511102,DF,9701
66.632.354/0001-67,1,DISTRIBUIDORA BOLINA FILGUEIRAS,02,20260505,4684299,MG,5207
03.007.331/0274-22,2,,02,20260505,4930202,SP,6547
66.632.375/0001-82,1,,02,20260506,9700500,SE,3105
66.632.385/0001-18,1,,02,20260506,5611203,MT,9167
66.632.394/0001-09,1,,02,20260506,4399103,CE,1373
66.632.403/0001-61,1,,02,20260506,5320201,MG,4123
66.632.416/0001-30,1,,02,20260506,4321500,RS,8801
66.632.427/0001-10,1,,02,20260506,1091102,SP,6165
44.409.257/0002-58,2,ANAZIO CONVENIENCIA,02,20260506,4729602,AM,0253
66.632.447/0001-91,1,,02,20260506,4772500,RJ,6001
66.632.459/0001-16,1,,02,20260506,1531902,CE,1389
66.632.469/0001-51,1,,02,20260506,4789001,SP,6113
65.070.235/0001-03,1,,08,20260211,4330404,SP,6219
66.632.487/0001-33,1,,02,20260506,4321500,SP,6551
66.632.497/0001-79,1,CARIOCA HAIR RECREIO,02,20260427,9602501,RJ,6001
66.632.509/0001-65,1,,02,20260506,8230001,CE,1389
66.632.520/0001-25,1,ANALISYS PESQUISAS E CONSULTORIA,02,20260506,7320300,PI,1219
66.632.532/0001-50,1,,02,20260506,4755503,PB,2131
66.632.542/0001-95,1,,02,20260506,8650004,MG,5115
66.632.553/0001-75,1,SO ITENS TOP,02,20260506,6204000,SP,7057
66.632.565/0001-08,1,,02,20260506,4721103,RJ,6001
66.632.575/0001-35,1,,02,20260506,4729699,PR,7513
66.632.585/0001-70,1,,02,20260506,1091102,MT,9067
66.632.595/0001-06,1,LAU DIGITAL,02,20260504,6201502,SP,7107
66.632.607/0001-00,1,,02,20260506,7319002,SP,6897
38.824.625/0035-90,2,,02,20260506,4731800,PR,5453
66.632.627/0001-73,1,,02,20260430,6462000,ES,5703
66.632.637/0001-09,1,,02,20260506,4930201,SP,6681
66.632.649/0001-33,1,,02,20260506,4723700,RJ,6001
66.632.660/0001-01,1,,02,20260506,4721102,MG,4911
36.756.256/0002-51,2,,02,20260506,4635499,SP,7107
66.632.681/0001-19,1,,02,20260506,4399103,GO,9227
66.632.691/0001-54,1,,02,20260506,3101200,GO,1066
66.632.702/0001-04,1,,08,20260506,5620104,PA,0415
66.632.714/0001-20,1,,02,20260506,1813001,PA,0427
66.632.725/0001-00,1,,02,20260506,4399103,PR,7503
66.632.735/0001-46,1,,02,20260506,7319002,BA,3849
66.632.747/0001-70,1,,02,20260506,7319002,RJ,6001
66.632.758/0001-50,1,,02,20260506,4751201,SP,7097
66.632.769/0001-30,1,,02,20260505,7319002,SP,7107
66.632.780/0001-09,1,,02,20260506,8599604,SP,6241
66.632.791/0001-80,1,,02,20260506,7420001,DF,9701
66.632.804/0001-11,1,,02,20260506,8230001,RS,8841
66.632.814/0001-57,1,,02,20260506,3314702,PE,2513
66.632.824/0001-92,1,,02,20260506,4712100,MG,4809
66.632.835/0001-72,1,,02,20260506,4330404,SP,6845
66.632.847/0001-05,1,,02,20260506,9602502,SP,7151
66.632.858/0001-87,1,,02,20260506,5819100,PR,7407
66.632.869/0001-67,1,,02,20260506,4789099,RJ,5849
66.632.880/0001-27,1,,02,20260506,8599699,SP,7145
66.632.891/0001-07,1,,02,20260506,5819100,PE,2457
66.632.901/0001-04,1,,08,20260506,4781400,RJ,6001
66.632.913/0001-39,1,,02,20260506,7319002,GO,9227
66.632.923/0001-74,1,,08,20260506,1412601,CE,1389
66.632.935/0001-07,1,,02,20260506,4930202,SP,6163
66.632.948/0001-78,1,LAURIE COSMETICOS,02,20260506,4772500,MG,5207
66.632.958/0001-03,1,,02,20260506,9602501,CE,1389
66.632.968/0001-49,1,,02,20260506,8599603,MS,9787
66.632.980/0001-53,1,,02,20260506,4930201,MG,4647
66.632.990/0001-99,1,,02,20260506,8230001,PE,2381
66.633.000/0001-37,1,M. QUEIROZ,02,20260504,7319002,MT,9167
66.633.010/0001-72,1,,02,20260506,8230001,SP,6547
66.633.020/0001-08,1,,02,20260506,4772500,PI,1087
66.633.031/0001-98,1,,02,20260506,4330404,AL,2785
66.633.043/0001-12,1,,02,20260506,7319002,PR,7777
66.633.053/0001-58,1,,02,20260504,4646001,ES,5703
66.633.064/0001-38,1,,02,20260506,9602501,PR,7535
66.633.075/0001-18,1,,02,20260506,7319002,RR,0301
66.633.085/0001-53,1,,02,20260506,8712300,SP,7107
66.633.096/0001-33,1,,02,20260506,2330305,SP,6131
66.633.107/0001-85,1,,02,20260506,8020002,SP,6477
65.666.574/0001-49,1,,02,20260313,4930201,SP,7071
66.633.127/0001-56,1,,02,20260506,4520006,RJ,6001
87.305.850/0046-88,2,,02,20260506,4744005,SC,8175
66.633.146/0001-82,1,COLEGIO CIVICO E MILITAR DE SERGIPE- COLEGIO CCMS,02,20260506,8513900,SE,3247
66.633.156/0001-18,1,,02,20260505,4520002,SP,6189
66.633.166/0001-53,1,,02,20260506,4399103,SP,7107
66.633.176/0001-99,1,MAITE ROMACHO,02,20260506,4781400,SP,7107
66.633.187/0001-79,1,,02,20260506,4782201,MG,4881
66.633.197/0001-04,1,,02,20260506,4930202,AC,0139
66.633.209/0001-09,1,,02,20260506,5611203,DF,9701
66.633.219/0001-36,1,,02,20260506,9602501,RJ,6001
66.633.230/0001-04,1,GREEN LOBO TECNOLOGIA,02,20260506,6203100,DF,9701
66.633.241/0001-86,1,YAN PITANGUI LABS,02,20260506,6204000,SP,7107
66.633.251/0001-11,1,,02,20260506,4923002,SP,7107
66.633.261/0001-57,1,,02,20260506,0161003,MG,4809
66.633.273/0001-81,1,,02,20260506,4763604,SP,6391
66.633.283/0001-17,1,IGREJA CRISTA ENRAIZADOS,02,20250811,9491000,SP,6543
66.633.293/0001-52,1,AURIS PREP,02,20260506,8593700,SP,7099
66.633.304/0001-02,1,,02,20260506,7319002,AM,0255
66.633.316/0001-29,1,,02,20260506,4399103,PR,0838
66.633.326/0001-64,1,,02,20260506,9001902,BA,3655
66.633.336/0001-08,1,,02,20260506,5320201,SP,7107
66.633.346/0001-35,1,,02,20260506,5320202,RJ,5849
66.633.357/0001-15,1,,02,20260506,1412603,PR,7641
66.633.368/0001-03,1,,02,20260506,1096100,MG,5403
66.633.378/0001-30,1,,02,20260505,3313901,MG,4123
66.633.388/0001-76,1,,02,20260505,6462000,RJ,5847
66.633.400/0001-42,1,,02,20260506,4781400,SP,7107
66.633.411/0001-22,1,,02,20260506,4930202,RS,8599
66.633.422/0001-02,1,,02,20260506,5819100,AL,2785
66.633.432/0001-48,1,PI NEGOCIOS,02,20260506,4752100,RJ,5885
66.633.443/0001-28,1,,02,20260506,5320201,MS,9051
66.633.455/0001-52,1,,02,20260506,8599699,RJ,5839
66.633.464/0001-43,1,,02,20260506,4721103,SE,3111
66.633.475/0001-23,1,ESPACO LOBA,02,20260506,4713004,PR,7481
66.633.486/0001-03,1,,02,20260506,7020400,MG,4123
66.633.498/0001-38,1,,02,20260506,5590699,PA,0427
66.633.509/0001-80,1,,02,20260506,8599604,SP,7145
66.633.521/0001-94,1,,02,20260506,4752100,SP,7107
66.633.530/0001-85,1,,02,20260422,5611203,SP,6793
66.633.541/0001-65,1,,02,20260506,8299707,RJ,5877
66.633.551/0001-09,1,,02,20260506,9700500,SP,7107
66.633.563/0001-25,1,,02,20260506,7319002,AL,2705
66.633.573/0001-60,1,,02,20260506,8130300,SP,6347
66.633.584/0001-40,1,,02,20260506,7319002,GO,9379
66.633.596/0001-75,1,,02,20260506,8592903,MG,4661
66.633.607/0001-17,1,,02,20260506,4930202,PA,0483
66.633.618/0001-05,1,,02,20260506,4330404,RJ,6001
66.633.628/0001-32,1,TRIPLO X - IMPORTACAO E EXPORTACAO DE GEMAS E JOIAS,02,20260506,4783101,MG,4123
66.633.640/0001-47,1,,02,20260506,9602501,MG,4309
66.633.651/0001-27,1,,02,20260506,4772500,SP,7105
66.633.664/0001-04,1,,02,20260506,3314707,PB,2225
66.633.674/0001-31,1,ROGERIO FLORINDO SERVICOS TECNICOS,02,20260506,7112000,RJ,0780
66.633.684/0001-77,1,,02,20260506,4399103,SP,6161
66.633.696/0001-00,1,,02,20260506,4930202,TO,9733
66.633.707/0001-43,1,,02,20260506,4755502,SP,6715
66.633.717/0001-89,1,,02,20260506,9602501,SP,7149
66.633.727/0001-14,1,,02,20260506,7319002,PA,0483
66.633.738/0001-02,1,,02,20260506,1352900,MA,0134
66.633.749/0001-84,1,HMG ACADEMIA DE TENIS LTDA,02,20260430,9311500,SP,7107
66.633.760/0001-44,1,,02,20260506,8219999,GO,9609
66.633.771/0001-24,1,,02,20260506,4930204,PR,7985
66.633.782/0001-04,1,,02,20260506,2599301,SP,7121
66.633.792/0001-40,1,,02,20260506,4330404,PR,7493
66.633.804/0001-36,1,,02,20260506,4781400,RS,8801
66.633.813/0001-27,1,,02,20260506,2539001,SP,6291
58.638.478/0002-02,2,IMPORLED VARIEDADE EM IMPORTADOS,02,20260506,4649406,SC,8163
66.633.834/0001-42,1,,02,20260506,5611205,MG,5271
66.633.846/0001-77,1,,02,20260506,1091102,MG,4119
66.633.856/0001-02,1,SINDCAMP,02,20260504,9420100,MG,4217
66.633.865/0001-01,1,,02,20260506,4321500,RS,8921
66.633.877/0001-28,1,,02,20260506,8211300,RS,8801
66.633.888/0001-08,1,SALGADERIA LA BARCA,02,20260506,5611203,AC,0139
66.633.899/0001-98,1,,02,20260506,8219999,RS,8589
66.633.910/0001-10,1,,02,20260506,9602501,RS,8555
66.633.921/0001-08,1,,02,20260506,5620102,CE,1389
66.633.932/0001-80,1,,02,20260506,9602502,MG,2689
66.628.973/0001-88,1,,02,20260506,4724500,GO,9593
66.633.953/0001-03,1,ASSOCIACAO ESTANCIA ROMA,02,20260427,9499500,SP,6639
66.633.964/0001-85,1,,02,20260302,6911701,RS,8801
66.633.976/0001-00,1,,02,20260506,9602501,CE,1447
66.633.987/0001-90,1,,02,20260506,4759899,SP,7099
66.633.998/0001-70,1,,02,20260506,4929902,BA,3873
66.634.006/0001-29,1,,02,20260506,4761003,MG,4391
66.634.018/0001-53,1,SETOR EXCLUSIVO HERNANDES BLANCO,02,20260506,8211300,RS,8785
66.634.029/0001-33,1,,02,20260506,8599699,PI,1219
66.634.040/0001-01,1,,02,20260506,4923001,BA,3807
06.887.007/0004-04,2,,02,20260506,4930202,SP,7107
66.634.060/0001-74,1,,02,20260506,4930201,MG,5155
66.634.071/0001-54,1,,02,20260506,5320201,RS,8915
66.634.083/0001-89,1,,02,20260505,0161099,SP,6655
66.634.093/0001-14,1,,02,20260506,0161003,MT,0097
66.634.103/0001-11,1,,02,20260506,6462000,CE,1389
66.634.112/0001-02,1,,02,20260506,5611204,SP,6969
66.634.123/0001-92,1,,02,20260506,7420004,DF,9701
66.634.132/0001-83,1,,02,20260506,4930201,SC,8179
66.634.141/0001-74,1,,02,20260506,9602502,SP,6681
66.634.152/0001-54,1,,02,20260506,1091102,SP,6789
66.634.162/0001-90,1,,02,20260506,5620104,RJ,5869
66.634.174/0001-14,1,,02,20260506,8219999,MG,4957
66.634.183/0001-05,1,,02,20260506,1531902,SP,7107
66.634.193/0001-40,1,,02,20260506,4399103,GO,9227
66.634.204/0001-92,1,,02,20260506,4322302,SP,7107
66.634.216/0001-17,1,,02,20260506,7490104,MG,4123
66.634.226/0001-52,1,,02,20260506,0161003,SP,7145
66.634.236/0001-98,1,SCOTT GONCALVES DE FREITAS FERREIRA,02,20260506,8599699,SP,7107
66.634.248/0001-12,1,,02,20260506,4781400,MG,4697
66.634.259/0001-00,1,,02,20260506,8219999,SC,8105
66.634.269/0001-38,1,,02,20260506,5320202,SC,8179
66.634.278/0001-29,1,,02,20260506,0161003,RJ,5869
66.634.286/0001-75,1,,02,20260506,9602501,SP,7057
66.634.295/0001-66,1,,02,20260506,9700500,RS,8749
66.634.306/0001-08,1,,02,20260506,4781400,BA,3849
66.634.317/0001-98,1,,02,20260506,4789099,PR,7535
66.634.328/0001-78,1,,02,20260506,4530703,BA,3087
66.634.337/0001-69,1,,02,20260506,5320202,SP,7057
66.634.349/0001-93,1,,02,20260506,4930202,SP,6589
66.634.360/0001-53,1,,02,20260506,4930202,CE,1389
66.634.370/0001-99,1,,02,20260506,4782201,MG,4903
66.634.381/0001-79,1,,02,20260506,5320201,MG,4051
66.634.391/0001-04,1,,02,20260506,5320202,BA,3849
66.634.402/0001-56,1,TO NO A,02,20260505,4729601,SP,7107
66.634.414/0001-80,1,,02,20260506,7319002,ES,5707
66.634.424/0001-16,1,,02,20260506,8219999,SP,6581
66.634.435/0001-04,1,,02,20260506,4674500,CE,1429
66.634.447/0001-20,1,,02,20260506,8230001,DF,9701
66.634.457/0001-66,1,,02,20260506,7319002,RS,8785
66.634.468/0001-46,1,,02,20260506,9511800,SP,7097
66.634.479/0001-26,1,,02,20260506,5611205,CE,1549
66.634.489/0001-61,1,,02,20260504,3321000,SP,7017
66.634.500/0001-93,1,AURA KIDS,02,20260504,8650099,SC,8047
66.634.511/0001-73,1,,02,20260506,9511800,RS,8577
66.634.520/0001-64,1,,02,20260506,7319002,SP,6969
66.634.531/0001-44,1,,02,20260506,5611203,ES,5629
66.634.542/0001-24,1,V2 INSPECOES E EMPREENDIMENTOS,02,20260506,2539001,MG,4133
66.634.553/0001-04,1,,02,20260506,8650005,PE,2629
66.634.563/0001-40,1,,02,20260506,5320201,SC,8047
66.634.574/0001-20,1,,02,20260506,4723700,PE,2499
66.634.586/0001-54,1,AC AGRONEGOCIOS,02,20260506,7490104,GO,9395
66.634.597/0001-34,1,,02,20260506,6190699,SP,7107
66.634.608/0001-86,1,EDSON NOGUEIRA NEGOCIOS IMOBILIARIOS,02,20260430,6821802,SP,6401
66.634.617/0001-77,1,,02,20260506,8219999,RS,8785
66.634.629/0001-00,1,,02,20260506,5620104,MS,9051
66.634.640/0001-61,1,,02,20260506,8599699,RJ,5807
66.634.652/0001-96,1,,02,20260506,5320201,PR,7691
66.634.662/0001-21,1,,02,20260506,5620104,SP,7107
66.634.673/0001-01,1,OLIVEIRA COMERCIO E SERVICOS,02,20260430,8230001,PA,0427
66.634.685/0001-36,1,,02,20260506,4329103,PR,7805
66.634.696/0001-16,1,VIAMAR AGIL LOGISTICA,02,20260506,4930202,MG,4445
66.634.707/0001-68,1,,02,20260506,4330404,MG,5419
66.634.717/0001-01,1,,02,20260506,7319002,SP,6361
66.634.729/0001-28,1,,02,20260506,1411802,RJ,5855
66.634.741/0001-32,1,,02,20260506,8599604,MG,4701
66.634.752/0001-12,1,,02,20260504,7740300,SC,8039
66.634.763/0001-00,1,,02,20260506,4530703,BA,3849
66.634.774/0001-82,1,,02,20260506,5912099,SC,8143
66.634.785/0001-62,1,,02,20260506,9602502,RJ,6001
66.634.796/0001-42,1,,02,20260506,4520001,SP,5447
66.634.806/0001-40,1,,02,20260506,8219999,RS,8785
66.634.818/0001-74,1,,02,20260505,8610101,BA,3849
66.634.829/0001-54,1,PET ON BRASIL,02,20260506,7500100,SP,6131
66.634.840/0001-14,1,,02,20260506,4923001,RS,8899
66.634.851/0001-02,1,,02,20260506,5099801,SP,7209
66.634.861/0001-30,1,WELDVISION INSPECAO,02,20260506,7120100,SP,7145
66.634.870/0001-20,1,,02,20260506,4399199,SP,7181
66.634.881/0001-00,1,,02,20260506,5611203,RO,0005
66.634.892/0001-90,1,,02,20260506,8599604,BA,3515
64.984.538/0001-60,1,,02,20260206,4781400,PA,0397
66.634.912/0001-23,1,,02,20260506,4923002,SP,6241
66.634.922/0001-69,1,,02,20260506,4321500,MT,8985
66.634.934/0001-93,1,,02,20260506,0161003,MG,4525
66.634.944/0001-29,1,,02,20260506,4321500,SC,8055
66.634.954/0001-64,1,,02,20260506,5611201,RJ,6001
66.634.966/0001-99,1,,02,20260506,8219999,SP,7075
65.684.618/0001-63,1,,02,20260314,4789099,SP,6291
66.634.986/0001-60,1,,02,20260506,8211300,RS,8771
66.634.996/0001-03,1,,02,20260506,7319002,TO,9643
66.635.008/0001-32,1,,02,20260506,8599604,CE,1559
66.635.019/0001-12,1,,02,20260506,9609208,RS,8791
66.635.030/0001-82,1,AVANGARD HOME CLUBE,02,20260506,4110700,SC,8041
66.635.041/0001-62,1,,02,20260506,4712100,PB,2051
66.635.050/0001-53,1,,02,20260506,5320201,RJ,5867
66.635.060/0001-99,1,,02,20260506,7319002,SP,7233
66.635.071/0001-79,1,,02,20260506,5612100,MG,4371
66.635.082/0001-59,1,,02,20260506,9602501,SP,7107
66.635.093/0001-39,1,,02,20260506,4752100,SP,7107
66.635.105/0001-25,1,,02,20260506,9602501,BA,3849
66.635.116/0001-05,1,,02,20260506,4729699,MG,4903
66.635.126/0001-40,1,VET ANIMAL CARE,02,20260506,7500100,SP,7107
66.635.136/0001-86,1,,02,20260506,4520001,RS,8711
66.635.148/0001-00,1,,02,20260506,8712300,SP,6713
66.635.159/0001-90,1,,02,20260506,1813001,SP,7071
62.909.728/0046-90,2,,02,20260506,4511103,ES,5699
66.635.180/0001-96,1,ISADORA TRANSPORTES,02,20260506,4930202,PR,7733
66.635.191/0001-76,1,JMF,02,20260502,8610101,BA,3515
66.635.201/0001-73,1,,02,20260506,2542000,MG,4961
66.635.213/0001-06,1,CONSTRUTORA BRISA LTDA,02,20260505,4120400,PR,7777
66.635.222/0001-99,1,,02,20260506,8712300,MA,0921
66.635.233/0001-79,1,,02,20260506,4399103,GO,9595
66.635.245/0001-01,1,,02,20260506,8219999,MG,5425
66.635.256/0001-83,1,,02,20260506,4923002,SP,7115
66.635.266/0001-19,1,,02,20260506,7420004,CE,1389
66.635.278/0001-43,1,,02,20260506,4713002,SP,7107
66.635.288/0001-89,1,,02,20260506,5612100,BA,3849
66.635.299/0001-69,1,,02,20260506,0161003,DF,9701
66.635.309/0001-66,1,,02,20260506,5320201,MG,5343
66.635.320/0001-26,1,,02,20260506,4712100,PI,1219
66.635.331/0001-06,1,VITOR SOUZA TECNOLOGIA DA INFORMACAO,02,20260505,6209100,RS,8693
66.635.342/0001-96,1,,02,20260506,0161003,GO,9265
66.635.354/0001-10,1,,02,20260506,1822901,SP,6883
66.635.364/0001-56,1,,02,20260506,4541206,BA,3469
66.635.375/0001-36,1,,02,20260506,4781400,ES,5713
66.635.385/0001-71,1,,02,20260506,4743100,MG,4603
66.635.396/0001-51,1,MALUE CONFECCAO,02,20260506,4781400,RS,8963
66.635.407/0001-01,1,,02,20260506,5620104,PE,2531
66.445.749/0001-50,1,,08,20260425,9602502,PR,7583
66.635.427/0001-74,1,,02,20260506,4712100,PB,2051
66.635.438/0001-54,1,,02,20260506,6462000,SC,8047
66.635.449/0001-34,1,,02,20260506,5320202,RJ,6001
66.635.460/0001-02,1,,02,20260506,5612100,PE,2491
66.133.384/0001-29,1,,02,20260408,9602502,SP,7107
66.635.481/0001-10,1,,02,20260506,9602501,AL,2785
66.635.493/0001-44,1,,02,20260505,8630501,MG,4959
66.635.503/0001-41,1,ERM REPRESENTACOES,02,20260506,4619200,MG,4123
66.635.514/0001-21,1,,02,20260506,8219999,SP,6213
66.635.526/0001-56,1,,02,20260506,5611203,RJ,6001
66.635.537/0001-36,1,,02,20260506,4781400,SP,7017
66.635.549/0001-60,1,,02,20260506,4723700,RJ,5887
66.635.559/0001-04,1,,02,20260504,8219999,SP,6511
66.635.571/0001-00,1,,02,20260506,8130300,MG,4539
66.635.583/0001-35,1,,02,20260506,5912099,SC,8073
66.635.594/0001-15,1,,02,20260506,5320201,SP,7145
66.635.603/0001-78,1,,02,20260506,1091102,MG,4387
66.635.613/0001-03,1,,02,20260506,4789099,ES,5693
66.635.625/0001-38,1,,02,20260429,4399101,RS,8801
66.635.636/0001-18,1,,02,20260506,5620104,SP,6969
66.635.647/0001-06,1,,02,20260506,5320201,DF,9701
66.635.656/0001-99,1,,02,20260506,4712100,PB,2051
66.635.668/0001-13,1,,02,20260506,8219999,SC,8233
66.635.679/0001-01,1,,02,20260506,4774100,RJ,2909
